Juan;63;Gimnasia LP;Soltero;Secundario
Daniel;52;Boca;Casado;Universitario
Anibal;29;River;Soltero;Universitario
Alejo;24;Newells;Casado;Secundario
Agustín;30;River;Soltero;Secundario
Alejandro;32;Estudiantes;Soltero;Terciario
Alejo;51;Velez;Casado;Universitario
Anibal;69;Racing;Soltero;Universitario
Alejandro;41;Independiente;Casado;Universitario
Alejo;47;Newells;Casado;Secundario
Luis;65;Rosario Central;Soltero;Secundario
Juan;31;Estudiantes;Soltero;Terciario
Marcelo;57;Independiente;Casado;Terciario
Mariano;51;San Lorenzo;Casado;Terciario
Nicolás;35;Boca;Soltero;Universitario
Alejandro;29;River;Soltero;Terciario
Nicolás;53;Boca;Soltero;Terciario
Daniel;29;Boca;Casado;Universitario
Yago;41;Boca;Casado;Terciario
Daniel;26;Rosario Central;Casado;Terciario
Enrique;45;Boca;Soltero;Universitario
Mauro;55;Racing;Soltero;Universitario
Enrique;34;Rosario Central;Casado;Universitario
Matías;69;River;Soltero;Terciario
Marcelo;42;Estudiantes;Soltero;Secundario
Alejandro;18;Velez;Soltero;Secundario
Mauro;67;Huracán;Casado;Universitario
Mauro;69;Rosario Central;Casado;Secundario
Juan;45;Estudiantes;Casado;Secundario
Daniel;40;Rosario Central;Casado;Universitario
Fernando;35;San Lorenzo;Casado;Universitario
Martín;25;Estudiantes;Casado;Universitario
Martín;29;Boca;Casado;Terciario
Nicolás;61;Boca;Soltero;Secundario
Enrique;62;River;Soltero;Secundario
Daniel;22;Estudiantes;Soltero;Universitario
Agustín;61;River;Soltero;Terciario
Marcelo;49;Huracán;Soltero;Terciario
Javier;50;River;Soltero;Terciario
Federico;56;River;Soltero;Universitario
Nicolás;41;San Lorenzo;Soltero;Secundario
Javier;34;River;Soltero;Secundario
Alejandro;32;River;Soltero;Secundario
Mauro;68;Huracán;Casado;Terciario
Agustín;35;Racing;Soltero;Universitario
Matías;41;Rosario Central;Casado;Secundario
Mariano;46;San Lorenzo;Soltero;Universitario
Fernando;54;Huracán;Casado;Secundario
Mauro;24;Boca;Soltero;Terciario
Enrique;56;Independiente;Soltero;Universitario
Federico;20;Boca;Soltero;Secundario
Alejandro;33;Rosario Central;Soltero;Terciario
Yago;47;Newells;Soltero;Terciario
Martín;62;Rosario Central;Casado;Secundario
Alejo;70;Gimnasia LP;Casado;Terciario
Federico;51;San Lorenzo;Soltero;Universitario
Marcelo;38;River;Soltero;Universitario
Nicolás;52;Velez;Soltero;Terciario
Matías;52;Huracán;Soltero;Terciario
Enrique;50;Velez;Soltero;Universitario
Anibal;54;Racing;Soltero;Terciario
Martín;19;Velez;Soltero;Terciario
Santiago;55;Gimnasia LP;Casado;Universitario
Luis;52;Estudiantes;Soltero;Secundario
Javier;18;Velez;Casado;Secundario
Agustín;48;San Lorenzo;Soltero;Terciario
Javier;25;Estudiantes;Soltero;Universitario
Javier;35;San Lorenzo;Casado;Universitario
Mariano;63;River;Soltero;Terciario
Yago;53;Newells;Soltero;Universitario
Mariano;43;Newells;Casado;Terciario
Daniel;70;Newells;Casado;Secundario
Anibal;28;San Lorenzo;Casado;Universitario
Alejo;21;San Lorenzo;Casado;Terciario
Santiago;26;Estudiantes;Casado;Terciario
Agustín;45;San Lorenzo;Soltero;Secundario
Adrián;51;Boca;Casado;Universitario
Agustín;36;Boca;Casado;Universitario
Alejo;50;Newells;Casado;Universitario
Juan;23;Rosario Central;Casado;Universitario
Federico;44;Velez;Soltero;Terciario
Adrián;53;Rosario Central;Soltero;Secundario
Yago;67;Boca;Soltero;Terciario
Matías;58;Rosario Central;Casado;Secundario
Mauro;59;Gimnasia LP;Casado;Universitario
Adrián;18;Independiente;Soltero;Secundario
Mauro;69;Huracán;Casado;Secundario
Luis;37;Velez;Soltero;Universitario
Juan;41;Rosario Central;Soltero;Terciario
Mariano;54;Racing;Casado;Universitario
Adrián;37;Newells;Soltero;Universitario
Enrique;57;Newells;Soltero;Terciario
Federico;30;Estudiantes;Soltero;Universitario
Alejo;35;Newells;Soltero;Terciario
Martín;60;San Lorenzo;Casado;Secundario
Federico;53;Gimnasia LP;Casado;Terciario
Luis;67;Boca;Casado;Secundario
Yago;28;Velez;Soltero;Terciario
Marcelo;60;Gimnasia LP;Soltero;Terciario
Fernando;49;Boca;Soltero;Secundario
Agustín;27;Estudiantes;Soltero;Secundario
Marcelo;44;River;Soltero;Universitario
Matías;60;Boca;Casado;Terciario
Mauro;41;River;Casado;Secundario
Alejo;23;Rosario Central;Soltero;Terciario
Federico;34;Rosario Central;Soltero;Universitario
Nicolás;27;Boca;Casado;Secundario
Fernando;24;Independiente;Soltero;Secundario
Alejandro;50;Gimnasia LP;Casado;Universitario
Enrique;40;Rosario Central;Casado;Terciario
Alejandro;26;Huracán;Casado;Terciario
Enrique;23;San Lorenzo;Soltero;Secundario
Mauro;29;Estudiantes;Casado;Universitario
Alejo;47;Gimnasia LP;Casado;Universitario
Fernando;63;Racing;Casado;Secundario
Federico;51;Gimnasia LP;Soltero;Terciario
Alejo;39;Gimnasia LP;Soltero;Secundario
Adrián;52;River;Casado;Universitario
Luis;35;Independiente;Casado;Secundario
Santiago;69;Rosario Central;Casado;Universitario
Fernando;26;Racing;Soltero;Terciario
Mauro;42;River;Casado;Secundario
Yago;19;San Lorenzo;Casado;Terciario
Nicolás;30;San Lorenzo;Soltero;Terciario
Martín;61;Independiente;Soltero;Terciario
Mariano;49;Racing;Soltero;Terciario
Alejandro;36;San Lorenzo;Casado;Terciario
Anibal;39;Racing;Soltero;Universitario
Alejo;20;Boca;Casado;Terciario
Daniel;65;River;Soltero;Universitario
Santiago;65;Independiente;Casado;Secundario
Matías;60;Newells;Soltero;Terciario
Enrique;44;Estudiantes;Soltero;Universitario
Martín;18;Huracán;Casado;Universitario
Nicolás;36;Boca;Soltero;Terciario
Daniel;41;Velez;Soltero;Terciario
Federico;24;Boca;Soltero;Secundario
Federico;40;Huracán;Casado;Secundario
Federico;37;Gimnasia LP;Casado;Terciario
Adrián;20;Newells;Soltero;Secundario
Alejo;40;Rosario Central;Soltero;Secundario
Matías;59;Huracán;Soltero;Universitario
Alejandro;55;Velez;Soltero;Secundario
Santiago;40;Rosario Central;Casado;Universitario
Alejo;21;Estudiantes;Casado;Universitario
Mariano;48;Newells;Casado;Secundario
Santiago;57;Newells;Soltero;Terciario
Federico;56;Rosario Central;Soltero;Terciario
Alejandro;25;Independiente;Soltero;Universitario
Fernando;22;Rosario Central;Casado;Terciario
Mauro;70;River;Soltero;Universitario
Yago;52;Velez;Casado;Secundario
Enrique;68;River;Soltero;Universitario
Javier;24;Racing;Soltero;Universitario
Alejandro;28;Rosario Central;Soltero;Universitario
Anibal;22;Estudiantes;Soltero;Secundario
Federico;30;Racing;Soltero;Terciario
Martín;65;Estudiantes;Casado;Universitario
Alejandro;55;Rosario Central;Casado;Terciario
Martín;33;Newells;Soltero;Terciario
Nicolás;55;Velez;Casado;Secundario
Enrique;37;Estudiantes;Casado;Terciario
Juan;45;Estudiantes;Casado;Terciario
Adrián;65;Boca;Soltero;Universitario
Juan;45;River;Casado;Universitario
Santiago;68;River;Casado;Secundario
Fernando;41;Racing;Casado;Universitario
Alejo;42;River;Soltero;Universitario
Mariano;69;San Lorenzo;Casado;Secundario
Mariano;21;Velez;Casado;Secundario
Javier;24;Independiente;Casado;Universitario
Daniel;58;Huracán;Soltero;Terciario
Marcelo;55;Boca;Soltero;Secundario
Santiago;31;Rosario Central;Casado;Terciario
Marcelo;31;Rosario Central;Casado;Secundario
Luis;66;Independiente;Casado;Universitario
Mariano;57;Boca;Casado;Terciario
Matías;56;Huracán;Casado;Terciario
Agustín;26;River;Casado;Terciario
Yago;25;Gimnasia LP;Casado;Secundario
Marcelo;50;Huracán;Soltero;Terciario
Enrique;22;Newells;Soltero;Universitario
Javier;32;Rosario Central;Soltero;Universitario
Enrique;50;San Lorenzo;Casado;Universitario
Federico;39;Racing;Soltero;Secundario
Yago;60;Huracán;Casado;Secundario
Anibal;64;Huracán;Casado;Terciario
Martín;38;Gimnasia LP;Casado;Terciario
Fernando;70;Velez;Soltero;Universitario
Yago;20;Huracán;Casado;Terciario
Agustín;33;Rosario Central;Soltero;Terciario
Agustín;20;Independiente;Soltero;Secundario
Juan;39;San Lorenzo;Casado;Universitario
Alejandro;33;Racing;Casado;Terciario
Matías;56;Racing;Casado;Terciario
Javier;62;River;Casado;Universitario
Enrique;24;Boca;Soltero;Universitario
Yago;20;Estudiantes;Casado;Terciario
Enrique;65;San Lorenzo;Casado;Universitario
Marcelo;28;Estudiantes;Soltero;Universitario
Enrique;38;Gimnasia LP;Casado;Secundario
Martín;39;Estudiantes;Casado;Terciario
Anibal;37;River;Casado;Secundario
Luis;48;Velez;Casado;Secundario
Martín;64;River;Casado;Secundario
Matías;42;Independiente;Casado;Universitario
Juan;40;Huracán;Casado;Terciario
Alejandro;66;Racing;Soltero;Terciario
Mariano;33;Racing;Soltero;Universitario
Alejandro;68;Huracán;Soltero;Secundario
Santiago;64;Independiente;Soltero;Terciario
Matías;18;River;Casado;Secundario
Adrián;31;Estudiantes;Casado;Universitario
Matías;67;San Lorenzo;Soltero;Terciario
Daniel;23;Independiente;Casado;Universitario
Adrián;19;Estudiantes;Soltero;Universitario
Matías;70;Velez;Casado;Terciario
Martín;47;Boca;Casado;Universitario
Fernando;35;Racing;Casado;Secundario
Yago;30;Independiente;Soltero;Secundario
Mariano;47;Estudiantes;Casado;Universitario
Mauro;56;Newells;Soltero;Secundario
Anibal;58;San Lorenzo;Soltero;Secundario
Adrián;40;Rosario Central;Soltero;Terciario
Adrián;44;San Lorenzo;Casado;Universitario
Enrique;61;Velez;Casado;Universitario
Alejandro;44;Racing;Casado;Universitario
Fernando;32;Gimnasia LP;Soltero;Universitario
Mariano;24;Rosario Central;Soltero;Universitario
Mariano;37;Huracán;Casado;Terciario
Javier;65;Independiente;Casado;Terciario
Federico;22;Newells;Casado;Secundario
Adrián;41;Estudiantes;Casado;Secundario
Fernando;56;San Lorenzo;Casado;Terciario
Anibal;34;Boca;Soltero;Secundario
Yago;24;Velez;Soltero;Universitario
Fernando;18;Velez;Casado;Terciario
Enrique;34;Velez;Casado;Secundario
Nicolás;32;Huracán;Soltero;Secundario
Agustín;28;Boca;Casado;Secundario
Anibal;26;Huracán;Soltero;Universitario
Mariano;53;Racing;Soltero;Terciario
Adrián;18;Gimnasia LP;Casado;Universitario
Matías;61;Boca;Soltero;Universitario
Alejo;65;Independiente;Casado;Terciario
Anibal;52;Racing;Soltero;Secundario
Fernando;68;River;Soltero;Universitario
Anibal;53;Huracán;Soltero;Secundario
Nicolás;69;Velez;Casado;Universitario
Marcelo;28;Racing;Soltero;Terciario
Fernando;28;Huracán;Casado;Secundario
Martín;55;Boca;Casado;Universitario
Mauro;67;Rosario Central;Soltero;Terciario
Marcelo;55;Gimnasia LP;Soltero;Universitario
Nicolás;42;River;Soltero;Secundario
Mauro;64;Estudiantes;Casado;Terciario
Juan;28;Independiente;Soltero;Terciario
Agustín;21;Racing;Soltero;Terciario
Santiago;47;Velez;Casado;Terciario
Mauro;32;Boca;Soltero;Terciario
Daniel;63;Newells;Casado;Universitario
Mauro;30;Velez;Casado;Secundario
Marcelo;51;River;Casado;Terciario
Alejandro;51;Newells;Casado;Universitario
Daniel;60;San Lorenzo;Soltero;Secundario
Marcelo;25;Boca;Casado;Secundario
Daniel;56;Rosario Central;Soltero;Universitario
Nicolás;63;Independiente;Casado;Universitario
Alejandro;28;Huracán;Soltero;Secundario
Adrián;47;Estudiantes;Casado;Universitario
Marcelo;66;San Lorenzo;Casado;Secundario
Enrique;51;River;Soltero;Universitario
Alejandro;58;Rosario Central;Soltero;Terciario
Adrián;52;Independiente;Casado;Terciario
Daniel;66;Newells;Casado;Secundario
Alejandro;45;Boca;Casado;Universitario
Adrián;28;River;Soltero;Secundario
Yago;49;Newells;Soltero;Secundario
Adrián;40;Independiente;Soltero;Secundario
Juan;58;Velez;Soltero;Universitario
Adrián;39;Estudiantes;Soltero;Secundario
Luis;35;Independiente;Soltero;Universitario
Santiago;20;Rosario Central;Casado;Universitario
Agustín;24;Velez;Soltero;Terciario
Marcelo;70;Velez;Soltero;Universitario
Agustín;49;San Lorenzo;Soltero;Secundario
Santiago;58;Rosario Central;Soltero;Universitario
Anibal;40;Rosario Central;Casado;Terciario
Adrián;52;Velez;Casado;Terciario
Anibal;49;Boca;Casado;Terciario
Enrique;66;Estudiantes;Soltero;Universitario
Nicolás;24;Boca;Casado;Universitario
Mauro;65;Racing;Casado;Universitario
Yago;61;River;Casado;Secundario
Yago;37;Rosario Central;Casado;Terciario
Nicolás;28;Newells;Soltero;Universitario
Anibal;45;Estudiantes;Soltero;Secundario
Fernando;23;Rosario Central;Soltero;Terciario
Fernando;30;River;Soltero;Secundario
Javier;58;San Lorenzo;Soltero;Secundario
Yago;57;River;Soltero;Secundario
Alejo;24;Velez;Soltero;Universitario
Alejo;43;Velez;Soltero;Universitario
Federico;25;Gimnasia LP;Casado;Universitario
Luis;54;Huracán;Casado;Secundario
Fernando;26;San Lorenzo;Casado;Universitario
Matías;55;Newells;Soltero;Secundario
Javier;33;San Lorenzo;Soltero;Terciario
Mariano;52;Estudiantes;Casado;Secundario
Juan;61;River;Soltero;Universitario
Javier;49;Estudiantes;Casado;Universitario
Nicolás;67;San Lorenzo;Soltero;Terciario
Javier;59;Newells;Casado;Secundario
Fernando;38;Gimnasia LP;Casado;Secundario
Javier;70;San Lorenzo;Soltero;Secundario
Juan;30;Racing;Casado;Terciario
Agustín;28;San Lorenzo;Soltero;Secundario
Federico;32;Boca;Casado;Terciario
Federico;45;San Lorenzo;Soltero;Terciario
Yago;35;Rosario Central;Soltero;Universitario
Santiago;34;Racing;Soltero;Universitario
Federico;27;Velez;Soltero;Universitario
Anibal;52;Estudiantes;Casado;Universitario
Santiago;41;Velez;Soltero;Terciario
Luis;26;Newells;Casado;Secundario
Javier;38;Racing;Soltero;Secundario
Santiago;36;Independiente;Casado;Secundario
Fernando;29;Racing;Casado;Universitario
Daniel;64;Rosario Central;Soltero;Terciario
Marcelo;24;Velez;Casado;Terciario
Matías;55;Velez;Soltero;Terciario
Federico;22;Newells;Casado;Universitario
Santiago;65;Newells;Soltero;Terciario
Federico;36;Newells;Casado;Terciario
Federico;37;River;Casado;Terciario
Alejo;33;Boca;Casado;Secundario
Juan;37;Newells;Soltero;Universitario
Agustín;57;Racing;Casado;Universitario
Javier;33;Racing;Casado;Universitario
Mariano;63;Racing;Casado;Terciario
Marcelo;42;Estudiantes;Casado;Terciario
Adrián;31;Newells;Casado;Universitario
Yago;67;Boca;Casado;Terciario
Enrique;38;Newells;Casado;Universitario
Santiago;66;Boca;Soltero;Terciario
Fernando;30;River;Soltero;Secundario
Javier;46;Boca;Soltero;Secundario
Mauro;50;Racing;Casado;Terciario
Matías;44;Huracán;Casado;Secundario
Marcelo;51;Independiente;Soltero;Terciario
Anibal;58;Rosario Central;Soltero;Universitario
Yago;70;San Lorenzo;Casado;Universitario
Federico;41;Velez;Soltero;Terciario
Javier;25;Newells;Casado;Terciario
Marcelo;62;Velez;Casado;Secundario
Javier;50;Gimnasia LP;Casado;Universitario
Federico;66;Gimnasia LP;Casado;Terciario
Juan;57;San Lorenzo;Soltero;Terciario
Mariano;20;Newells;Soltero;Secundario
Marcelo;69;Newells;Casado;Terciario
Mariano;40;Independiente;Casado;Terciario
Luis;60;Newells;Soltero;Terciario
Daniel;26;Boca;Soltero;Universitario
Federico;64;Velez;Soltero;Universitario
Yago;34;San Lorenzo;Soltero;Terciario
Alejandro;64;San Lorenzo;Soltero;Universitario
Luis;26;Huracán;Soltero;Universitario
Adrián;42;Newells;Casado;Secundario
Marcelo;49;Huracán;Casado;Universitario
Luis;57;Velez;Casado;Secundario
Alejandro;57;Estudiantes;Soltero;Terciario
Alejo;35;River;Soltero;Secundario
Luis;43;Rosario Central;Casado;Universitario
Santiago;44;Gimnasia LP;Casado;Secundario
Agustín;23;Boca;Casado;Terciario
Enrique;53;Newells;Casado;Terciario
Federico;56;Estudiantes;Soltero;Terciario
Matías;33;River;Soltero;Secundario
Anibal;51;Huracán;Casado;Universitario
Alejo;30;Rosario Central;Soltero;Secundario
Enrique;20;River;Soltero;Universitario
Enrique;48;Rosario Central;Casado;Terciario
Adrián;57;Racing;Soltero;Secundario
Yago;67;Newells;Soltero;Terciario
Agustín;41;Racing;Casado;Secundario
Martín;41;San Lorenzo;Soltero;Terciario
Enrique;22;Velez;Soltero;Universitario
Javier;50;Rosario Central;Soltero;Universitario
Yago;31;Huracán;Casado;Universitario
Marcelo;62;Gimnasia LP;Soltero;Secundario
Alejo;66;Estudiantes;Casado;Secundario
Mauro;30;Independiente;Casado;Terciario
Fernando;52;Rosario Central;Casado;Terciario
Federico;40;Racing;Soltero;Secundario
Anibal;33;Rosario Central;Soltero;Terciario
Fernando;35;River;Soltero;Universitario
Matías;33;Estudiantes;Casado;Terciario
Mariano;51;River;Soltero;Terciario
Juan;42;Newells;Soltero;Universitario
Adrián;47;Newells;Soltero;Secundario
Adrián;19;Huracán;Casado;Secundario
Mauro;23;Independiente;Casado;Universitario
Javier;18;Gimnasia LP;Casado;Terciario
Federico;66;River;Casado;Secundario
Mariano;22;Newells;Soltero;Universitario
Nicolás;37;San Lorenzo;Casado;Secundario
Javier;53;River;Soltero;Universitario
Martín;47;Rosario Central;Soltero;Secundario
Juan;35;Newells;Casado;Universitario
Anibal;45;Independiente;Soltero;Universitario
Javier;35;Independiente;Casado;Terciario
Luis;64;River;Soltero;Universitario
Javier;62;Rosario Central;Soltero;Secundario
Anibal;70;Independiente;Soltero;Universitario
Alejo;59;Gimnasia LP;Soltero;Universitario
Juan;64;Huracán;Casado;Secundario
Federico;24;Newells;Soltero;Secundario
Fernando;56;Independiente;Casado;Secundario
Matías;18;Velez;Casado;Universitario
Matías;24;Independiente;Casado;Universitario
Agustín;40;Independiente;Soltero;Universitario
Luis;66;Rosario Central;Soltero;Secundario
Martín;50;Velez;Soltero;Universitario
Luis;36;Independiente;Casado;Terciario
Luis;21;Newells;Soltero;Secundario
Martín;62;Velez;Soltero;Secundario
Martín;41;Independiente;Casado;Universitario
Luis;30;Boca;Soltero;Terciario
Mauro;36;Huracán;Casado;Terciario
Marcelo;18;San Lorenzo;Casado;Terciario
Agustín;24;Racing;Soltero;Terciario
Alejo;66;Independiente;Casado;Terciario
Daniel;23;River;Soltero;Terciario
Alejo;69;Gimnasia LP;Soltero;Secundario
Matías;44;Rosario Central;Soltero;Terciario
Alejo;33;Velez;Casado;Secundario
Adrián;52;Velez;Soltero;Secundario
Yago;25;San Lorenzo;Casado;Universitario
Matías;59;Velez;Soltero;Universitario
Matías;69;Gimnasia LP;Casado;Secundario
Martín;46;Boca;Soltero;Universitario
Mauro;48;Gimnasia LP;Soltero;Secundario
Federico;42;Estudiantes;Casado;Secundario
Alejandro;64;Gimnasia LP;Casado;Universitario
Enrique;67;Rosario Central;Casado;Secundario
Javier;33;Estudiantes;Soltero;Terciario
Adrián;49;Huracán;Soltero;Secundario
Enrique;19;Racing;Casado;Universitario
Matías;38;Boca;Casado;Universitario
Daniel;52;Newells;Casado;Terciario
Fernando;69;Newells;Soltero;Secundario
Anibal;30;Independiente;Casado;Secundario
Luis;52;Racing;Casado;Secundario
Fernando;22;Independiente;Casado;Universitario
Marcelo;59;San Lorenzo;Casado;Universitario
Alejo;45;Huracán;Casado;Secundario
Luis;36;Velez;Casado;Universitario
Matías;41;Racing;Casado;Secundario
Enrique;64;Velez;Casado;Secundario
Alejo;36;Estudiantes;Casado;Universitario
Anibal;46;Racing;Soltero;Universitario
Anibal;50;Huracán;Soltero;Universitario
Javier;30;Racing;Casado;Terciario
Mauro;37;Boca;Soltero;Terciario
Martín;56;San Lorenzo;Casado;Secundario
Enrique;70;Estudiantes;Casado;Universitario
Nicolás;60;Rosario Central;Casado;Secundario
Anibal;26;Gimnasia LP;Soltero;Terciario
Santiago;33;Gimnasia LP;Casado;Secundario
Yago;18;Newells;Casado;Secundario
Martín;57;Velez;Soltero;Secundario
Javier;65;Boca;Casado;Secundario
Adrián;61;Estudiantes;Casado;Universitario
Federico;28;San Lorenzo;Soltero;Secundario
Fernando;60;Newells;Soltero;Universitario
Federico;24;Independiente;Casado;Terciario
Luis;20;Independiente;Soltero;Terciario
Daniel;44;River;Soltero;Terciario
Nicolás;32;Gimnasia LP;Soltero;Secundario
Federico;26;Newells;Soltero;Universitario
Agustín;24;Huracán;Casado;Terciario
Marcelo;33;Huracán;Soltero;Terciario
Federico;45;Gimnasia LP;Casado;Universitario
Federico;58;Boca;Casado;Terciario
Juan;18;San Lorenzo;Soltero;Terciario
Enrique;59;Huracán;Casado;Universitario
Juan;30;Newells;Soltero;Universitario
Daniel;36;River;Soltero;Universitario
Mauro;54;Independiente;Soltero;Secundario
Matías;25;Estudiantes;Soltero;Terciario
Javier;42;Boca;Casado;Universitario
Enrique;45;Gimnasia LP;Soltero;Universitario
Nicolás;62;Estudiantes;Soltero;Secundario
Luis;41;Gimnasia LP;Casado;Universitario
Javier;31;Huracán;Soltero;Terciario
Fernando;58;Independiente;Soltero;Secundario
Alejo;39;Newells;Casado;Terciario
Marcelo;44;Newells;Casado;Terciario
Adrián;44;Velez;Casado;Secundario
Marcelo;42;Huracán;Casado;Terciario
Alejo;49;Rosario Central;Casado;Secundario
Federico;60;Huracán;Casado;Secundario
Mariano;21;Velez;Soltero;Terciario
Marcelo;28;San Lorenzo;Casado;Universitario
Nicolás;70;River;Casado;Universitario
Luis;37;Rosario Central;Soltero;Terciario
Alejo;21;Rosario Central;Casado;Terciario
Luis;42;Velez;Casado;Universitario
Mauro;70;Estudiantes;Casado;Secundario
Fernando;45;Velez;Soltero;Secundario
Fernando;36;Velez;Soltero;Universitario
Matías;33;Racing;Soltero;Secundario
Enrique;64;Racing;Casado;Terciario
Javier;50;Racing;Casado;Universitario
Anibal;54;Independiente;Soltero;Universitario
Adrián;42;Gimnasia LP;Soltero;Universitario
Anibal;28;Rosario Central;Soltero;Terciario
Anibal;62;Independiente;Casado;Terciario
Yago;62;Boca;Casado;Universitario
Nicolás;63;Racing;Casado;Secundario
Marcelo;49;Rosario Central;Casado;Universitario
Martín;64;Newells;Casado;Terciario
Anibal;33;River;Soltero;Secundario
Anibal;28;Huracán;Casado;Universitario
Anibal;53;Velez;Soltero;Universitario
Mauro;59;Racing;Soltero;Secundario
Marcelo;51;San Lorenzo;Casado;Secundario
Mariano;36;Estudiantes;Casado;Universitario
Mariano;24;Racing;Soltero;Terciario
Daniel;52;Gimnasia LP;Casado;Terciario
Adrián;50;Estudiantes;Casado;Universitario
Javier;65;Velez;Casado;Terciario
Matías;51;Racing;Soltero;Universitario
Matías;62;Independiente;Casado;Terciario
Yago;54;Gimnasia LP;Soltero;Universitario
Agustín;68;Boca;Casado;Secundario
Yago;69;San Lorenzo;Soltero;Secundario
Adrián;40;Newells;Casado;Secundario
Mauro;68;River;Soltero;Secundario
Luis;57;Racing;Soltero;Universitario
Luis;41;Boca;Casado;Universitario
Mauro;52;Velez;Casado;Universitario
Juan;27;River;Soltero;Universitario
Marcelo;66;Rosario Central;Soltero;Secundario
Martín;19;Independiente;Casado;Terciario
Javier;31;Gimnasia LP;Soltero;Secundario
Marcelo;61;Racing;Soltero;Universitario
Yago;56;Estudiantes;Soltero;Secundario
Luis;66;Gimnasia LP;Casado;Universitario
Alejo;39;Racing;Soltero;Universitario
Javier;66;San Lorenzo;Casado;Secundario
Martín;57;San Lorenzo;Casado;Terciario
Fernando;28;Independiente;Soltero;Terciario
Agustín;42;Velez;Casado;Secundario
Luis;61;Huracán;Soltero;Universitario
Agustín;58;Huracán;Soltero;Universitario
Javier;53;River;Casado;Universitario
Daniel;57;Boca;Soltero;Terciario
Alejo;44;Huracán;Soltero;Secundario
Marcelo;30;San Lorenzo;Casado;Universitario
Alejo;67;Estudiantes;Soltero;Secundario
Javier;60;Racing;Soltero;Secundario
Javier;60;Newells;Soltero;Secundario
Mauro;49;Rosario Central;Soltero;Universitario
Agustín;30;Rosario Central;Soltero;Universitario
Javier;18;Huracán;Soltero;Secundario
Anibal;49;Racing;Casado;Secundario
Alejandro;58;Gimnasia LP;Casado;Terciario
Federico;59;San Lorenzo;Casado;Secundario
Alejo;64;Velez;Casado;Universitario
Yago;32;San Lorenzo;Casado;Universitario
Mauro;22;Racing;Soltero;Universitario
Matías;55;River;Casado;Universitario
Alejandro;38;Independiente;Soltero;Universitario
Juan;51;Velez;Casado;Terciario
Marcelo;57;Newells;Casado;Secundario
Luis;43;Huracán;Soltero;Secundario
Agustín;49;Gimnasia LP;Casado;Secundario
Anibal;23;Gimnasia LP;Casado;Terciario
Martín;56;Rosario Central;Casado;Universitario
Martín;29;San Lorenzo;Casado;Terciario
Yago;28;Racing;Casado;Universitario
Mariano;23;Huracán;Casado;Secundario
Javier;58;Newells;Soltero;Terciario
Alejo;42;San Lorenzo;Casado;Terciario
Nicolás;31;Racing;Soltero;Secundario
Agustín;55;San Lorenzo;Soltero;Universitario
Nicolás;39;Huracán;Casado;Terciario
Nicolás;25;Velez;Casado;Universitario
Nicolás;34;River;Soltero;Universitario
Juan;35;Independiente;Casado;Terciario
Daniel;49;Velez;Soltero;Secundario
Juan;59;Estudiantes;Casado;Terciario
Agustín;68;Independiente;Casado;Terciario
Santiago;43;Racing;Casado;Secundario
Mariano;22;River;Soltero;Terciario
Anibal;42;River;Soltero;Secundario
Daniel;19;Racing;Casado;Secundario
Fernando;42;San Lorenzo;Casado;Terciario
Nicolás;28;Estudiantes;Soltero;Terciario
Federico;59;Racing;Soltero;Universitario
Luis;37;Estudiantes;Casado;Secundario
Agustín;41;Independiente;Casado;Secundario
Martín;27;Boca;Soltero;Terciario
Nicolás;40;San Lorenzo;Casado;Terciario
Mauro;25;Racing;Soltero;Secundario
Matías;56;Velez;Casado;Universitario
Enrique;47;Newells;Soltero;Terciario
Javier;56;Velez;Casado;Secundario
Agustín;51;Independiente;Soltero;Secundario
Fernando;20;Estudiantes;Soltero;Universitario
Matías;28;San Lorenzo;Casado;Secundario
Federico;53;Independiente;Soltero;Universitario
Alejandro;28;Racing;Casado;Secundario
Nicolás;55;Boca;Soltero;Secundario
Alejo;49;Huracán;Casado;Terciario
Daniel;46;Boca;Casado;Terciario
Marcelo;63;Gimnasia LP;Casado;Secundario
Mariano;44;Estudiantes;Casado;Terciario
Martín;47;Gimnasia LP;Casado;Universitario
Juan;18;River;Casado;Secundario
Alejo;59;Boca;Soltero;Terciario
Fernando;54;Gimnasia LP;Casado;Secundario
Yago;45;Boca;Soltero;Universitario
Javier;57;Huracán;Casado;Secundario
Agustín;53;San Lorenzo;Soltero;Universitario
Anibal;63;River;Casado;Secundario
Alejo;58;Boca;Casado;Secundario
Adrián;19;Racing;Casado;Universitario
Santiago;68;Gimnasia LP;Casado;Universitario
Nicolás;67;Estudiantes;Soltero;Secundario
Enrique;33;Gimnasia LP;Soltero;Universitario
Nicolás;20;River;Casado;Terciario
Juan;29;Boca;Casado;Terciario
Fernando;47;Rosario Central;Casado;Universitario
Enrique;69;Estudiantes;Soltero;Terciario
Marcelo;34;Estudiantes;Soltero;Secundario
Martín;22;Gimnasia LP;Soltero;Terciario
Anibal;30;San Lorenzo;Soltero;Terciario
Anibal;68;Velez;Soltero;Universitario
Matías;46;Huracán;Soltero;Secundario
Daniel;64;San Lorenzo;Casado;Terciario
Nicolás;27;Estudiantes;Soltero;Universitario
Nicolás;24;Huracán;Casado;Secundario
Agustín;60;Boca;Casado;Secundario
Alejo;67;San Lorenzo;Soltero;Terciario
Alejandro;18;Velez;Casado;Terciario
Yago;69;Huracán;Casado;Terciario
